Pays,Catégorie,Item,Valeur,Plage
Nicaragua,Salaries And Financing,Average Monthly Net Salary (After Tax),262.23 €,
Nicaragua,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",10.25,9.00-11.75
Niger,Rent Per Month,Apartment (1 bedroom) in City Centre,743.19 €,"457.35-1,219.59"
Niger,Rent Per Month,Apartment (1 bedroom) Outside of Centre,381.12 €,304.90-457.35
Niger,Rent Per Month,Apartment (3 bedrooms) in City Centre,628.85 €,"228.67-1,219.59"
Niger,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,398.91 €,129.58-609.80
Niger,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"228,673.53 €",
Niger,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"76,224.51 €",
Niger,Salaries And Financing,Average Monthly Net Salary (After Tax),277.58 €,
Niger,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.00,8.00-12.00
Nigeria,Rent Per Month,Apartment (1 bedroom) in City Centre,806.42 €,"332.02-1,797.53"
Nigeria,Rent Per Month,Apartment (1 bedroom) Outside of Centre,492.73 €,172.49-992.47
Nigeria,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,893.29 €","664.07-4,969.62"
Nigeria,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,095.99 €","442.69-2,986.67"
Nigeria,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,377.85 €","619.92-1,745.91"
Nigeria,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,011.76 €","126.42-1,654.02"
Nigeria,Salaries And Financing,Average Monthly Net Salary (After Tax),125.27 €,
Nigeria,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",17.60,9.00-22.50
Niue,Rent Per Month,Apartment (1 bedroom) in City Centre,?,
Niue,Rent Per Month,Apartment (1 bedroom) Outside of Centre,?,
Niue,Rent Per Month,Apartment (3 bedrooms) in City Centre,238.13 €,
Niue,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,211.67 €,
Niue,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,?,
Niue,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,?,
Niue,Salaries And Financing,Average Monthly Net Salary (After Tax),?,
Niue,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
North Korea,Rent Per Month,Apartment (1 bedroom) in City Centre,85.33 €,80.00-96.00
North Korea,Rent Per Month,Apartment (1 bedroom) Outside of Centre,93.33 €,80.00-120.00
North Korea,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,269.00 €","538.00-2,000.00"
North Korea,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,186.67 €,120.00-320.00
North Korea,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,506.95 €",
North Korea,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,237.85 €",
North Korea,Salaries And Financing,Average Monthly Net Salary (After Tax),149.89 €,
North Korea,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.11,
North Macedonia,Rent Per Month,Apartment (1 bedroom) in City Centre,298.65 €,195.03-406.31
North Macedonia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,222.52 €,154.40-325.05
North Macedonia,Rent Per Month,Apartment (3 bedrooms) in City Centre,486.72 €,325.05-750.00
North Macedonia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,346.35 €,243.79-536.33
North Macedonia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,789.70 €","1,100.00-2,500.00"
North Macedonia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,271.29 €","900.00-1,787.78"
North Macedonia,Salaries And Financing,Average Monthly Net Salary (After Tax),631.90 €,
North Macedonia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.88,3.50-6.90
Northern Mariana Islands,Rent Per Month,Apartment (1 bedroom) in City Centre,574.31 €,551.34-597.29
Northern Mariana Islands,Rent Per Month,Apartment (1 bedroom) Outside of Centre,413.50 €,321.62-551.34
Northern Mariana Islands,Rent Per Month,Apartment (3 bedrooms) in City Centre,964.85 €,"918.90-1,010.79"
Northern Mariana Islands,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,888.27 €,"735.12-1,102.68"
Northern Mariana Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,654.02 €",
Northern Mariana Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"11,869.15 €",
Northern Mariana Islands,Salaries And Financing,Average Monthly Net Salary (After Tax),928.09 €,
Northern Mariana Islands,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Norway,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,105.13 €","777.33-1,554.65"
Norway,Rent Per Month,Apartment (1 bedroom) Outside of Centre,840.38 €,"604.59-1,295.54"
Norway,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,724.27 €","1,209.17-2,591.09"
Norway,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,326.88 €","950.07-1,900.13"
Norway,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"6,280.79 €","3,541.16-9,500.66"
Norway,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"4,245.85 €","2,245.61-7,082.31"
Norway,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,189.53 €",
Norway,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.45,3.50-6.00
Oman,Rent Per Month,Apartment (1 bedroom) in City Centre,470.36 €,286.38-954.61
Oman,Rent Per Month,Apartment (1 bedroom) Outside of Centre,321.83 €,238.65-715.96
Oman,Rent Per Month,Apartment (3 bedrooms) in City Centre,856.42 €,"441.51-1,551.24"
Oman,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,570.45 €,357.98-954.61
Oman,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,506.75 €","954.61-2,147.87"
Oman,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,044.65 €","644.36-1,431.91"
Oman,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,083.91 €",
Oman,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.99,3.30-6.50
Pakistan,Rent Per Month,Apartment (1 bedroom) in City Centre,103.43 €,52.42-180.18
Pakistan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,62.00 €,32.76-114.66
Pakistan,Rent Per Month,Apartment (3 bedrooms) in City Centre,248.34 €,131.04-491.40
Pakistan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,150.60 €,81.90-280.10
Pakistan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,585.99 €,"327.60-1,057.87"
Pakistan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,382.72 €,176.31-775.77
Pakistan,Salaries And Financing,Average Monthly Net Salary (After Tax),172.82 €,
Pakistan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",19.45,12.00-25.00
Palau,Rent Per Month,Apartment (1 bedroom) in City Centre,827.01 €,735.12-918.90
Palau,Rent Per Month,Apartment (1 bedroom) Outside of Centre,643.23 €,551.34-735.12
Palau,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,608.08 €","918.90-2,297.25"
Palau,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,918.90 €,918.90-918.90
Palau,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"7,801.98 €",
Palau,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,724.83 €,
Palau,Salaries And Financing,Average Monthly Net Salary (After Tax),723.63 €,
Palau,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Palestine,Rent Per Month,Apartment (1 bedroom) in City Centre,303.23 €,176.38-453.54
Palestine,Rent Per Month,Apartment (1 bedroom) Outside of Centre,232.07 €,137.84-377.95
Palestine,Rent Per Month,Apartment (3 bedrooms) in City Centre,554.39 €,302.36-907.07
Palestine,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,446.34 €,201.57-827.01
Palestine,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,894.47 €,"629.91-1,234.63"
Palestine,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,695.76 €,503.93-918.90
Palestine,Salaries And Financing,Average Monthly Net Salary (After Tax),633.22 €,
Palestine,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.25,5.00-15.00
Panama,Rent Per Month,Apartment (1 bedroom) in City Centre,840.24 €,"551.34-1,378.35"
Panama,Rent Per Month,Apartment (1 bedroom) Outside of Centre,643.55 €,"367.56-1,102.68"
Panama,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,616.22 €","1,102.68-2,756.70"
Panama,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,252.88 €","827.01-1,837.80"
Panama,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,040.34 €","1,102.68-2,940.48"
Panama,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,419.99 €","918.90-2,021.58"
Panama,Salaries And Financing,Average Monthly Net Salary (After Tax),760.78 €,
Panama,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.30,4.00-7.00
Papua New Guinea,Rent Per Month,Apartment (1 bedroom) in City Centre,"2,581.85 €","893.05-4,594.50"
Papua New Guinea,Rent Per Month,Apartment (1 bedroom) Outside of Centre,491.18 €,"223.26-1,654.02"
Papua New Guinea,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,293.14 €","1,339.58-5,135.06"
Papua New Guinea,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,669.79 €,"334.90-1,227.95"
Papua New Guinea,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"7,856.86 €","1,116.32-15,628.45"
Papua New Guinea,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"58,420.64 €","7,814.23-133,958.15"
Papua New Guinea,Salaries And Financing,Average Monthly Net Salary (After Tax),361.87 €,
Papua New Guinea,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",12.75,6.50-20.00
Paraguay,Rent Per Month,Apartment (1 bedroom) in City Centre,353.21 €,231.16-462.32
Paraguay,Rent Per Month,Apartment (1 bedroom) Outside of Centre,271.32 €,173.37-346.74
Paraguay,Rent Per Month,Apartment (3 bedrooms) in City Centre,578.25 €,351.02-924.63
Paraguay,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,384.73 €,253.62-520.11
Paraguay,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,209.57 €","1,109.56-1,500.00"
Paraguay,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,930.62 €,"872.96-1,000.00"
Paraguay,Salaries And Financing,Average Monthly Net Salary (After Tax),360.02 €,
Paraguay,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.94,7.90-12.00
Peru,Rent Per Month,Apartment (1 bedroom) in City Centre,428.33 €,175.11-735.12
Peru,Rent Per Month,Apartment (1 bedroom) Outside of Centre,245.70 €,125.08-450.29
Peru,Rent Per Month,Apartment (3 bedrooms) in City Centre,725.78 €,"375.25-1,500.98"
Peru,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,444.57 €,300.20-827.01
Peru,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,628.33 €","950.62-2,692.74"
Peru,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,356.45 €","900.59-2,692.74"
Peru,Salaries And Financing,Average Monthly Net Salary (After Tax),447.30 €,
Peru,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",10.33,8.00-14.40
Philippines,Rent Per Month,Apartment (1 bedroom) in City Centre,283.69 €,128.40-642.01
Philippines,Rent Per Month,Apartment (1 bedroom) Outside of Centre,159.17 €,80.25-337.04
Philippines,Rent Per Month,Apartment (3 bedrooms) in City Centre,600.00 €,"240.75-1,605.02"
Philippines,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,333.55 €,160.50-802.51
Philippines,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,105.27 €","738.31-4,333.56"
Philippines,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,026.02 €","401.26-2,778.75"
Philippines,Salaries And Financing,Average Monthly Net Salary (After Tax),366.73 €,
Philippines,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.30,5.00-11.00
Poland,Rent Per Month,Apartment (1 bedroom) in City Centre,692.26 €,"477.84-1,003.47"
Poland,Rent Per Month,Apartment (1 bedroom) Outside of Centre,562.79 €,382.27-836.23
Poland,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,165.98 €","716.76-1,911.37"
Poland,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,896.41 €,"597.30-1,433.53"
Poland,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,623.93 €","2,126.40-5,973.04"
Poland,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,636.10 €","1,672.45-4,061.67"
Poland,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,420.35 €",
Poland,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.97,5.70-8.50
Portugal,Rent Per Month,Apartment (1 bedroom) in City Centre,936.42 €,"600.00-1,500.00"
Portugal,Rent Per Month,Apartment (1 bedroom) Outside of Centre,738.69 €,"500.00-1,200.00"
Portugal,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,587.30 €","1,000.00-2,900.00"
Portugal,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,174.76 €","800.00-2,000.00"
Portugal,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,649.18 €","2,000.00-6,719.00"
Portugal,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,672.58 €","1,500.00-4,200.00"
Portugal,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,049.57 €",
Portugal,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.79,2.90-5.43
Puerto Rico,Rent Per Month,Apartment (1 bedroom) in City Centre,864.22 €,"459.45-1,837.80"
Puerto Rico,Rent Per Month,Apartment (1 bedroom) Outside of Centre,566.01 €,367.56-918.90
Puerto Rico,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,522.52 €","735.12-2,848.59"
Puerto Rico,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,023.63 €","574.31-2,021.58"
Puerto Rico,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,640.87 €","909.97-4,945.48"
Puerto Rico,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,621.30 €","811.06-2,967.29"
Puerto Rico,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,272.79 €",
Puerto Rico,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.45,3.75-7.50
Qatar,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,434.14 €","956.77-2,140.15"
Qatar,Rent Per Month,Apartment (1 bedroom) Outside of Centre,945.69 €,"629.46-1,510.69"
Qatar,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,460.87 €","1,636.59-3,776.74"
Qatar,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,803.15 €","1,258.91-3,021.39"
Qatar,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"5,091.82 €","3,776.74-7,588.46"
Qatar,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,785.98 €","2,517.82-6,233.38"
Qatar,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,438.93 €",
Qatar,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.20,3.00-7.00
Republic of the Congo,Rent Per Month,Apartment (1 bedroom) in City Centre,980.39 €,"368.26-1,837.80"
Republic of the Congo,Rent Per Month,Apartment (1 bedroom) Outside of Centre,356.25 €,183.78-643.23
Republic of the Congo,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,727.47 €","2,209.55-3,675.60"
Republic of the Congo,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,226.13 €","367.56-1,837.80"
Republic of the Congo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,156.91 €",
Republic of the Congo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,713.73 €",
Republic of the Congo,Salaries And Financing,Average Monthly Net Salary (After Tax),419.23 €,
Republic of the Congo,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.54,
Reunion,Rent Per Month,Apartment (1 bedroom) in City Centre,725.00 €,"600.00-1,000.00"
Reunion,Rent Per Month,Apartment (1 bedroom) Outside of Centre,550.00 €,500.00-700.00
Reunion,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,260.00 €","900.00-2,330.00"
Reunion,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,900.00 €,"700.00-1,250.00"
Reunion,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,000.00 €",
Reunion,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,650.00 €",
Reunion,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,822.00 €",
Reunion,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.00,
Romania,Rent Per Month,Apartment (1 bedroom) in City Centre,435.08 €,301.39-703.24
Romania,Rent Per Month,Apartment (1 bedroom) Outside of Centre,319.24 €,200.93-502.32
Romania,Rent Per Month,Apartment (3 bedrooms) in City Centre,750.21 €,"500.00-1,306.03"
Romania,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,536.86 €,361.67-904.17
